TDAVGW v1.17n, TDIP data processed on 2021/05/18: Majuba
LINE:1N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
1800 2100 4500 4800 0 0 0 0 3300 0 -1350 8 5 2.4184 2.1 0.125 -36.501 786.05 0.39 17.68 0.35 22.5 1 46.05 27.64 21.58 17.77 14.75 11.34 11.97 8.137 7.198 7.459 7.457 5.913 4.645 376919.407 4502751.188 1803.809 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
3000 3300 3600 3900 0 0 0 0 3450 0 -300 1 5 283.84 6.1 0.125 -2 263.49 0.01 9.01 0.03 34.21 1 17.7 12.72 10.26 8.657 7.523 6.674 6.022 5.459 4.988 4.566 4.255 3.948 3.71 377039.493 4502651.16 1644.648 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 
2700 3000 3900 4200 0 0 0 0 3450 0 -600 3 5 30.106 5.2 0.125 25 299.5 0.01 20.33 0.04 67.88 1 40.81 28.88 23.36 19.7 17 15.15 13.4 12.17 11.06 10.16 9.724 9.011 8.144 377039.742 4502651.085 1677.961 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
2400 2700 4200 4500 0 0 0 0 3450 0 -900 5 5 5.8875 3.65 0.125 -8 330.7 0.06 24.67 0.28 74.59 1 50.31 35.34 28.15 23.86 21.25 17.48 16.57 14.38 13.29 12.67 11.84 10.11 9.544 377038.19 4502652.573 1746.157 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
2100 2400 4500 4800 0 0 0 0 3450 0 -1200 7 5 2.558 2.1 0.125 -11 548.03 0.32 18.38 0.7 33.53 1 45.06 27.53 22.07 17.66 16.89 14.48 10.06 11.97 8.901 7.888 9.254 6.237 5.522 377037.937 4502652.688 1818.107 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
1800 2100 4800 5100 0 0 0 0 3450 0 -1500 9 5 2.3679 2.1 0.125 -12.998 1055.7 0.57 13.92 0.79 13.19 1 41.83 25.65 17.99 14.38 11.48 8.699 12.55 6.065 5.321 4.33 6.625 3.069 5.242 377034.228 4502655.254 1801.068 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
3000 3300 3900 4200 0 0 0 0 3600 0 -450 2 5 90.217 6.1 0.125 25 352.49 0.01 14.83 0.08 42.08 1 29.04 20.88 16.85 14.21 12.39 11.02 9.947 9.031 8.242 7.506 7.035 6.506 6.184 377155.411 4502554.892 1643.001 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
2700 3000 4200 4500 0 0 0 0 3600 0 -750 4 5 9.4373 4.432 0.125 0 224.49 0.01 23.38 0.16 104.1 1 46.21 33.33 27.09 22.37 19.49 17.03 15.54 14.18 12.74 11.88 11.52 10.69 9.803 377155.875 4502556.125 1700.775 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 
2700 3000 4200 4500 0 0 0 0 3600 0 -750 4 5 11.653 5.2 0.125 -39 229.89 0.02 22.94 0.17 99.77 1 46.34 32.57 26.35 21.93 19 17.26 15.03 13.85 12.81 11.49 11.33 10.34 9.387 377154.827 4502555.222 1695.465 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
2400 2700 4500 4800 0 0 0 0 3600 0 -1050 6 5 5.9156 3.65 0.125 -11 536.99 0.11 24.4 0.68 45.43 1 52.77 35.8 28.66 23.25 20.75 17.64 16.21 14.43 13.86 12.86 11.88 9.706 8.697 377153.615 4502556.514 1760.371 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
2100 2400 4800 5100 0 0 0 0 3600 0 -1350 8 5 2.4223 2.1 0.125 -4 740.47 0.27 15.39 1.62 20.78 1 40.89 25.98 19.77 15.92 13.25 11.9 8.386 11.18 7.256 6.815 8.256 5.079 3.827 377152.757 4502556.753 1815.366 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
3300 3600 3900 4200 0 0 0 0 3750 0 -300 1 5 513.28 10 0.125 4 302.06 0.01 12.6 0.01 41.71 1 24.64 17.72 14.3 12.09 10.54 9.349 8.384 7.598 6.962 6.394 5.941 5.536 5.193 377266.292 4502462.807 1611.281 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
3000 3300 4200 4500 0 0 0 0 3750 0 -600 3 5 29.235 5.837 0.125 0 294.34 0.01 17.76 0.04 60.33 1 35.18 24.95 20.2 17.1 14.77 13.21 11.78 10.91 9.766 9.071 8.546 8.035 7.47 377270.975 4502460.4 1663.075 376703.6 4502931.4 1737.6 376924.8 4502754 1652 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 
3000 3300 4200 4500 0 0 0 0 3750 0 -600 3 5 30.161 6.1 0.125 -5 291.56 0.04 17.38 0.22 59.61 1 34.95 24.93 20.03 16.58 14.64 12.83 11.6 10.53 9.474 8.532 8.059 7.436 7.093 377270.496 4502459.029 1660.505 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
2700 3000 4500 4800 0 0 0 0 3750 0 -900 5 5 8.6446 4.432 0.125 0 363.95 0.01 23.61 0.29 64.88 1 47.74 34.23 27.69 22.79 19.67 17.11 15.53 14.19 12.81 12.05 11.85 10.73 9.995 377269.975 4502460.125 1713.9 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 377842.9 4501982.2 1660.8 378069 4501790 1654.4 
2700 3000 4500 4800 0 0 0 0 3750 0 -900 5 5 10.852 5.2 0.125 -53 379.75 0.03 23.51 0.3 61.92 1 48.96 33.87 27.32 22.56 19.59 17.71 15.51 13.98 12.6 11.52 11.44 10.5 9.377 377270.253 4502459.163 1709.679 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
2400 2700 4800 5100 0 0 0 0 3750 0 -1200 7 5 5.4662 3.65 0.125 -5 743.23 0.1 21.33 0.35 28.69 1 48.52 31.77 24.78 20.82 18.82 14.76 13.78 11.24 10.59 11.2 10.22 9.204 7.026 377268.436 4502460.58 1757.63 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
3300 3600 4200 4500 0 0 0 0 3900 0 -450 2 5 98.977 7.963 0.125 0 284.96 0.01 18 0.03 63.15 1 34.79 25.2 20.45 17.27 15 13.29 11.95 10.86 9.95 9.129 8.536 7.879 7.383 377381.378 4502366.944 1628.786 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
3000 3300 4500 4800 0 0 0 0 3900 0 -750 4 5 23.745 5.837 0.125 0 482.96 0.01 17.85 0.09 36.95 1 36.84 25.49 20.52 17.29 14.79 13.29 11.73 11.02 9.69 9.051 8.583 8.201 7.577 377385.075 4502364.4 1676.2 376703.6 4502931.4 1737.6 376924.8 4502754 1652 377842.9 4501982.2 1660.8 378069 4501790 1654.4 
3000 3300 4500 4800 0 0 0 0 3900 0 -750 4 5 25.011 6.1 0.125 -9 490.12 0.04 19.05 0.42 38.88 1 38.39 27.28 21.97 18.13 15.91 14.13 12.91 11.72 10.59 9.412 8.816 8.193 7.917 377385.922 4502362.97 1674.719 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
2700 3000 4800 5100 0 0 0 0 3900 0 -1050 6 5 7.9913 4.432 0.125 0 529.51 0.02 21.05 0.4 39.75 1 43.9 31.19 25.15 20.36 17.59 14.99 13.76 12.71 11.25 10.84 10.99 9.844 9.13 377384.9 4502364.125 1709.05 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 378069 4501790 1654.4 378302.6 4501598.2 1641.4 
2700 3000 4800 5100 0 0 0 0 3900 0 -1050 6 5 9.5182 5.2 0.125 -23 533.2 0.04 19.26 0.35 36.12 1 43.3 28.67 23.07 18.6 16.04 14.75 12.27 11.17 9.96 9.014 9.478 8.58 7.079 377385.074 4502363.229 1706.938 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
3600 3900 4200 4500 0 0 0 0 4050 0 -300 1 5 392.42 9.969 0.125 0 221.8 0.01 12.57 0.01 56.65 1 24.2 17.55 14.22 12.06 10.5 9.321 8.367 7.602 6.952 6.408 5.938 5.531 5.178 377498.45 4502272.525 1611.8 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 
3300 3600 4500 4800 0 0 0 0 4050 0 -600 3 5 68.649 7.963 0.125 0 497.91 0.01 19.26 0.06 38.68 1 37.76 27.14 22.01 18.53 16.1 14.24 12.77 11.59 10.61 9.691 9.088 8.281 7.791 377496.803 4502270.885 1643 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 377843.791 4501981.951 1652.34 378074.034 4501791.068 1655.181 
3000 3300 4800 5100 0 0 0 0 4050 0 -900 5 5 20.316 5.837 0.125 0 711.2 0.02 15.17 0.12 21.32 1 33.15 22.05 17.67 14.76 12.51 11.36 9.861 9.539 8.187 7.671 7.442 7.24 6.588 377500 4502268.4 1671.35 376703.6 4502931.4 1737.6 376924.8 4502754 1652 378069 4501790 1654.4 378302.6 4501598.2 1641.4 
3000 3300 4800 5100 0 0 0 0 4050 0 -900 5 5 20.687 6.1 0.125 -17 709.48 0.01 15.61 0.36 22 1 33.47 22.96 18.22 15.01 13.03 11.58 10.62 9.577 8.696 7.533 7.29 6.552 6.424 377500.743 4502267.036 1671.978 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
2700 3000 5100 5400 0 0 0 0 4050 0 -1200 7 5 6.6911 4.432 0.125 0 671.77 0.03 24.41 0.66 36.33 1 51.74 36.46 29.46 23.58 20.47 17.16 15.96 14.76 12.97 12.75 13.26 11.6 10.6 377501.075 4502268.15 1702.45 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
3600 3900 4500 4800 0 0 0 0 4200 0 -450 2 5 176.02 9.969 0.125 0 399.25 0.01 14.35 0.01 35.94 1 28 20.19 16.28 13.79 11.99 10.64 9.517 8.646 7.883 7.26 6.712 6.259 5.855 377612.55 4502176.525 1624.925 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 377842.9 4501982.2 1660.8 378069 4501790 1654.4 
3300 3600 4800 5100 0 0 0 0 4200 0 -750 4 5 51.867 7.963 0.125 0 749.18 0.01 16.99 0.04 22.68 1 34.74 24.37 19.61 16.39 14.14 12.52 11.2 10.18 9.348 8.429 8.058 7.205 6.817 377611.624 4502174.951 1640.259 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 378074.034 4501791.068 1655.181 378303.074 4501598.215 1641.376 
3000 3300 5100 5400 0 0 0 0 4200 0 -1050 6 5 15.6 5.837 0.125 0 882.65 0.03 18.45 0.21 20.9 1 42.54 27.38 21.76 18.03 15.09 13.93 11.9 11.79 10 9.331 9.235 9.098 8.201 377616.175 4502172.425 1664.75 376703.6 4502931.4 1737.6 376924.8 4502754 1652 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
2700 3000 5400 5700 0 0 0 0 4200 0 -1350 8 5 1.9254 4.432 0.125 0 276.65 0.03 24.44 0.78 88.36 1 52.96 37.27 30 23.68 20.33 16.96 15.98 14.81 12.71 12.85 13.65 11.86 10.8 377617.025 4502172.525 1691.8 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
3900 4200 4500 4800 0 0 0 0 4350 0 -300 1 5 1424.6 15.6 0.125 0 517.88 0.01 15.41 0.01 29.75 1 29.35 21.45 17.42 14.78 12.88 11.43 10.26 9.311 8.519 7.849 7.281 6.774 6.337 377727.35 4502078.875 1623.875 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378069 4501790 1654.4 
3600 3900 4800 5100 0 0 0 0 4350 0 -600 3 5 103.15 9.969 0.125 0 573.13 0.01 13.09 0.03 22.84 1 26.06 18.48 14.83 12.58 10.93 9.738 8.678 7.919 7.188 6.653 6.139 5.739 5.381 377727.475 4502080.525 1620.075 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 378069 4501790 1654.4 378302.6 4501598.2 1641.4 
3300 3600 5100 5400 0 0 0 0 4350 0 -900 5 5 36.846 7.963 0.125 0 924.53 0.01 20.62 0.08 22.3 1 43.51 30.09 24.19 20 17.1 15.02 13.47 12.27 11.25 10.13 9.773 8.387 7.929 377728.625 4502080.725 1631.875 376924.8 4502754 1652 377153.4 4502564.6 1606.1 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
3000 3300 5400 5700 0 0 0 0 4350 0 -1200 7 5 4.3528 5.837 0.125 0 370.11 0.03 18.62 0.27 50.31 1 44.77 28.25 22.36 18.37 15.02 14.06 11.96 12.33 9.891 9.245 9.538 9.416 8.571 377732.125 4502076.8 1654.1 376703.6 4502931.4 1737.6 376924.8 4502754 1652 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
2700 3000 5700 6000 0 0 0 0 4350 0 -1500 9 5 1.1904 4.432 0.125 0 237.52 0.03 48.4 0.82 203.8 1 101.5 72.52 57.84 46.75 40.52 35.1 31.19 28.91 25.72 24.19 24.64 22.48 21.33 377731.9 4502076.625 1678.325 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
3900 4200 4800 5100 0 0 0 0 4500 0 -450 2 5 498.02 15.6 0.125 0 709.85 0.01 15.03 0.01 21.17 1 28.75 20.89 16.97 14.4 12.55 11.16 10.03 9.097 8.338 7.678 7.14 6.644 6.218 377842.275 4501982.875 1619.025 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 378069 4501790 1654.4 378302.6 4501598.2 1641.4 
3600 3900 5100 5400 0 0 0 0 4500 0 -750 4 5 59.639 9.969 0.125 0 669.21 0.01 17.56 0.07 26.25 1 35.63 24.91 19.89 16.87 14.64 13.12 11.64 10.68 9.664 8.939 8.238 7.727 7.244 377843.65 4501984.55 1613.475 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
3300 3600 5400 5700 0 0 0 0 4500 0 -1050 6 5 9.7399 7.963 0.125 0 391.13 0.01 20.69 0.12 52.91 1 45.15 30.73 24.69 20.18 17.1 14.95 13.43 12.28 11.18 9.975 9.73 8.086 7.793 377844.575 4501985.1 1621.225 376924.8 4502754 1652 377153.4 4502564.6 1606.1 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
3000 3300 5700 6000 0 0 0 0 4500 0 -1350 8 5 2.7069 5.837 0.125 0 331.9 0.03 39.71 0.31 119.6 1 86.44 58.11 46.39 38.82 32.85 29.4 25.79 24.68 21.09 19.84 19.13 18.34 17.11 377847 4501980.9 1640.625 376703.6 4502931.4 1737.6 376924.8 4502754 1652 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
2700 3000 6000 6300 0 0 0 0 4500 0 -1650 10 5 1.324 4.432 0.125 0 348.81 0.04 29.64 0.97 84.98 1 68.62 47.47 37.57 29.25 24.59 20.5 18.56 17.73 15 14.59 16.52 14.52 13.43 377846.45 4501980.225 1662.15 376464.4 4503136.9 1802.8 376703.6 4502931.4 1737.6 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4200 4500 4800 5100 0 0 0 0 4650 0 -300 1 5 720.82 12.53 0.125 0 318.05 0.01 12.4 0.01 38.98 1 23.78 17.32 14.04 11.92 10.36 9.183 8.254 7.475 6.829 6.299 5.85 5.447 5.113 377956.775 4501886.1 1639.625 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378069 4501790 1654.4 378302.6 4501598.2 1641.4 
3900 4200 5100 5400 0 0 0 0 4650 0 -600 3 5 206.18 15.6 0.125 0 744.03 0.01 20.27 0.01 27.25 1 38.91 28.11 22.86 19.39 16.91 15.1 13.57 12.3 11.31 10.38 9.697 9.016 8.451 377958.45 4501886.9 1612.425 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
3600 3900 5400 5700 0 0 0 0 4650 0 -900 5 5 14.173 9.969 0.125 0 278.47 0.01 18.83 0.1 67.6 1 39.05 26.89 21.31 18.1 15.71 14.11 12.38 11.42 10.29 9.546 8.742 8.238 7.731 377959.6 4501888.925 1602.825 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
3300 3600 5700 6000 0 0 0 0 4650 0 -1200 7 5 5.7271 7.963 0.125 0 347.79 0.01 44.49 0.13 127.9 1 92.27 64.48 51.8 42.97 37.1 32.47 29.2 26.55 24.15 21.92 20.94 18.39 17.45 377959.45 4501889.2 1607.75 376924.8 4502754 1652 377153.4 4502564.6 1606.1 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
3000 3300 6000 6300 0 0 0 0 4650 0 -1500 9 5 2.933 5.837 0.125 0 489.73 0.04 22.11 0.39 45.14 1 56.4 34.44 26.91 22.06 18.03 16.56 13.77 13.95 11.02 10.73 10.78 10.66 9.854 377961.55 4501884.5 1624.45 376703.6 4502931.4 1737.6 376924.8 4502754 1652 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4200 4500 5100 5400 0 0 0 0 4800 0 -450 2 5 188.33 12.53 0.125 0 338.58 0.01 17.1 0.02 50.51 1 32.95 23.9 19.37 16.51 14.25 12.65 11.38 10.28 9.356 8.656 8.105 7.551 7.177 378072.95 4501790.125 1633.025 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
3900 4200 5400 5700 0 0 0 0 4800 0 -750 4 5 39.55 15.6 0.125 0 285.82 0.01 22.84 0.02 79.9 1 44.4 31.76 25.82 21.85 19.02 17.03 15.28 13.82 12.75 11.65 10.95 10.13 9.482 378074.4 4501791.275 1601.775 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
3600 3900 5700 6000 0 0 0 0 4800 0 -1050 6 5 7.9643 9.969 0.125 0 252.42 0.01 41.86 0.12 165.8 1 84.91 59.52 47.54 40.35 34.91 31.08 27.66 25.27 22.77 21.19 19.47 18.15 17.13 378074.475 4501793.025 1589.35 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
3300 3600 6000 6300 0 0 0 0 4800 0 -1350 8 5 6.1982 7.963 0.125 0 531.9 0.01 25.75 0.16 48.41 1 59.77 39.57 31.35 25.21 21.37 18.43 16.48 14.97 13.62 12.07 11.8 9.465 9.288 378074 4501792.8 1591.575 376924.8 4502754 1652 377153.4 4502564.6 1606.1 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4500 4800 5100 5400 0 0 0 0 4950 0 -300 1 5 551.97 9.688 0.125 0 327.92 0.01 18.09 0.01 55.17 1 33.85 24.87 20.29 17.28 15.12 13.48 12.13 11.02 10.1 9.352 8.687 8.142 7.582 378187.05 4501694.125 1646.15 377842.9 4501982.2 1660.8 378069 4501790 1654.4 378302.6 4501598.2 1641.4 378533.7 4501406.1 1628 
4200 4500 5400 5700 0 0 0 0 4950 0 -600 3 5 29.323 12.53 0.125 0 132.05 0.01 21.41 0.05 162.1 1 41.75 30.08 24.34 20.77 17.8 15.79 14.21 12.77 11.55 10.71 10.1 9.413 9.075 378188.9 4501694.5 1622.375 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
3900 4200 5700 6000 0 0 0 0 4950 0 -900 5 5 19.7 15.6 0.125 0 251.28 0.01 47.35 0.01 188.4 1 92.65 66.35 53.75 45.42 39.52 35.18 31.6 28.59 26.25 24.01 22.5 20.84 19.46 378189.275 4501695.375 1588.3 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
3600 3900 6000 6300 0 0 0 0 4950 0 -1200 7 5 8.3274 9.969 0.125 0 391.56 0.01 23.79 0.15 60.75 1 52.9 35.2 27.42 23.11 19.79 17.7 15.45 14.16 12.48 11.75 10.65 9.925 9.36 378189.025 4501696.625 1573.175 377153.4 4502564.6 1606.1 377384.9 4502369.3 1578.4 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4500 4800 5400 5700 0 0 0 0 5100 0 -450 2 5 60.098 9.688 0.125 0 142.45 0.01 22.91 0.01 160.8 1 43.65 31.75 25.79 21.89 19.17 17.08 15.33 13.9 12.69 11.8 10.97 10.35 9.523 378303 4501598.5 1635.5 377842.9 4501982.2 1660.8 378069 4501790 1654.4 378533.7 4501406.1 1628 378766.4 4501215.7 1598.8 
4200 4500 5700 6000 0 0 0 0 5100 0 -750 4 5 13.416 12.53 0.125 0 121.84 0.01 45.75 0.07 375.5 1 89.39 64.49 52.09 44.3 38.14 33.81 30.29 27.33 24.87 22.89 21.49 20.05 19.1 378303.775 4501598.6 1608.9 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
3900 4200 6000 6300 0 0 0 0 5100 0 -1050 6 5 19.738 15.6 0.125 0 398.43 0.01 28.9 0.02 72.52 1 59.88 41.51 33.29 27.86 24.05 21.43 19.16 17.21 15.86 14.35 13.53 12.43 11.56 378303.825 4501598.975 1572.125 377384.9 4502369.3 1578.4 377612.6 4502174 1601.9 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4500 4800 5700 6000 0 0 0 0 5250 0 -600 3 5 23.872 9.688 0.125 0 142.33 0.01 45.6 0.02 320.4 1 88.01 63.76 51.57 43.68 38.19 33.85 30.41 27.49 25.13 23.37 21.62 20.37 18.74 378417.875 4501502.6 1622.025 377842.9 4501982.2 1660.8 378069 4501790 1654.4 378766.4 4501215.7 1598.8 378993.2 4501022.5 1574.1 
4200 4500 6000 6300 0 0 0 0 5250 0 -900 5 5 12.747 12.53 0.125 0 200.36 0.01 27.72 0.1 138.4 1 57.51 40.37 32.17 27.25 22.97 20.33 18.18 16.11 14.47 13.3 12.66 11.8 11.53 378418.325 4501502.2 1592.725 377612.6 4502174 1601.9 377842.9 4501982.2 1660.8 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
4500 4800 6000 6300 0 0 0 0 5400 0 -750 4 5 21.218 9.687 0.125 0 249.83 0.01 28.31 0.01 113.3 1 57.25 40.62 32.21 27.18 23.66 21.11 18.73 16.65 15.2 14.28 13.02 12.75 11.12 378532.425 4501406.2 1605.85 377842.9 4501982.2 1660.8 378069 4501790 1654.4 378993.2 4501022.5 1574.1 379224.6 4500830.1 1534.1 
